service_id,date,exception_type
8,20180529,1
8,20180418,1
8,20181031,1
8,20180618,1
8,20180105,1
8,20180420,1
8,20180314,1
8,20180103,1
8,20180925,1
8,20181019,1
8,20180125,1
8,20180130,1
8,20180313,1
8,20180206,1
8,20181108,1
8,20180205,1
8,20180430,1
8,20180829,1
8,20181102,1
8,20180118,1
8,20171212,1
8,20180123,1
8,20171221,1
8,20180504,1
8,20180510,1
8,20171218,1
8,20180905,1
8,20180209,1
8,20180312,1
8,20180212,1
8,20171219,1
8,20180601,1
8,20181127,1
8,20180903,1
8,20180914,1
8,20180607,1
8,20181129,1
8,20171211,1
8,20181015,1
8,20180516,1
8,20180320,1
8,20181130,1
8,20171228,1
8,20180522,1
8,20180409,1
8,20180322,1
8,20180528,1
8,20180109,1
8,20180920,1
8,20180525,1
8,20181123,1
8,20180619,1
8,20180104,1
8,20180307,1
8,20171222,1
8,20180918,1
8,20180531,1
8,20180416,1
8,20180102,1
8,20180924,1
8,20180419,1
8,20171213,1
8,20180219,1
8,20180620,1
8,20180129,1
8,20171214,1
8,20180309,1
8,20180228,1
8,20180927,1
8,20171215,1
8,20181207,1
8,20180226,1
8,20180124,1
8,20181016,1
8,20180122,1
8,20180503,1
8,20180207,1
8,20181204,1
8,20180213,1
8,20180608,1
8,20180827,1
8,20180830,1
8,20180117,1
8,20180907,1
8,20180214,1
8,20180904,1
8,20180509,1
8,20181107,1
8,20180323,1
8,20180316,1
8,20181126,1
8,20180515,1
8,20180518,1
8,20180913,1
8,20181128,1
8,20180604,1
8,20180524,1
8,20181122,1
8,20171227,1
8,20181119,1
8,20180911,1
9,20180530,1
9,20180111,1
9,20180917,1
9,20180410,1
9,20181121,1
9,20180108,1
9,20181030,1
9,20180621,1
9,20180412,1
9,20180926,1
9,20180417,1
9,20180131,1
9,20181203,1
9,20180227,1
9,20181017,1
9,20180315,1
9,20181205,1
9,20180424,1
9,20181018,1
9,20180116,1
9,20180502,1
9,20181206,1
9,20181112,1
9,20180201,1
9,20180215,1
9,20180508,1
9,20181106,1
9,20180828,1
9,20180319,1
9,20180906,1
9,20180511,1
9,20181105,1
9,20180208,1
9,20180912,1
9,20180321,1
9,20180605,1
9,20171220,1
9,20180910,1
9,20181101,1
9,20180606,1
9,20180115,1
9,20180411,1
9,20181120,1
9,20180301,1
9,20180220,1
9,20180919,1
9,20180110,1
9,20180418,1
9,20181024,1
9,20181031,1
9,20180618,1
9,20180314,1
9,20180103,1
9,20180423,1
9,20180925,1
9,20180425,1
9,20180125,1
9,20180130,1
9,20180313,1
9,20180206,1
9,20181115,1
9,20181108,1
9,20180205,1
9,20180430,1
9,20180829,1
9,20180118,1
9,20180507,1
9,20180123,1
9,20180905,1
9,20180612,1
9,20180611,1
9,20180312,1
9,20180212,1
9,20171219,1
9,20181127,1
9,20180903,1
9,20180607,1
9,20181129,1
9,20181015,1
9,20180320,1
9,20171228,1
9,20180322,1
9,20180109,1
9,20180920,1
9,20180619,1
9,20180222,1
9,20180104,1
9,20180221,1
9,20180918,1
9,20180531,1
9,20180416,1
9,20180102,1
9,20180924,1
9,20180419,1
9,20171213,1
9,20180219,1
9,20181025,1
9,20180620,1
9,20181023,1
9,20180129,1
9,20171214,1
9,20171211,1
9,20180228,1
9,20180927,1
9,20180426,1
9,20180226,1
9,20180124,1
9,20181016,1
9,20180122,1
9,20180503,1
9,20181113,1
9,20180207,1
9,20181204,1
9,20181114,1
9,20180213,1
9,20180827,1
9,20180830,1
9,20180117,1
9,20180614,1
9,20180214,1
9,20180904,1
9,20180613,1
9,20181107,1
9,20171221,1
9,20171218,1
9,20181126,1
9,20171212,1
9,20180913,1
9,20181128,1
9,20180604,1
9,20181122,1
9,20171227,1
9,20181119,1
9,20180911,1
10,20180829,1
10,20171214,1
10,20171211,1
10,20171220,1
10,20171226,1
10,20180905,1
10,20171231,1
10,20180101,1
10,20171219,1
10,20180903,1
10,20171229,1
10,20180827,1
10,20180830,1
10,20171222,1
10,20171213,1
10,20180907,1
10,20180105,1
10,20171228,1
10,20180904,1
10,20171225,1
10,20180104,1
10,20180831,1
10,20171212,1
10,20171221,1
10,20171218,1
10,20180902,1
10,20180103,1
10,20171224,1
10,20180828,1
10,20171215,1
10,20180102,1
10,20180906,1
10,20171227,1
11,20180303,1
11,20180111,1
11,20180415,1
11,20180410,1
11,20180108,1
11,20180305,1
11,20180216,1
11,20180223,1
11,20180412,1
11,20180306,1
11,20180507,1
11,20180308,1
11,20180422,1
11,20180417,1
11,20180101,1
11,20180131,1
11,20180427,1
11,20180227,1
11,20180128,1
11,20171213,1
11,20180204,1
11,20180429,1
11,20180424,1
11,20180126,1
11,20180202,1
11,20180116,1
11,20180505,1
11,20180502,1
11,20180121,1
11,20180201,1
11,20180215,1
11,20180508,1
11,20180119,1
11,20180319,1
11,20180514,1
11,20180511,1
11,20180208,1
11,20180517,1
11,20171223,1
11,20171220,1
11,20171226,1
11,20180115,1
11,20180411,1
11,20180112,1
11,20171229,1
11,20180301,1
11,20180220,1
11,20180413,1
11,20180302,1
11,20180110,1
11,20180418,1
11,20180218,1
11,20180105,1
11,20180217,1
11,20180420,1
11,20180314,1
11,20180311,1
11,20180103,1
11,20180423,1
11,20180425,1
11,20180125,1
11,20180130,1
11,20180313,1
11,20180224,1
11,20180206,1
11,20180120,1
11,20180501,1
11,20180205,1
11,20180430,1
11,20180118,1
11,20171212,1
11,20180123,1
11,20180323,1
11,20180203,1
11,20180504,1
11,20180510,1
11,20180316,1
11,20180209,1
11,20180312,1
11,20180212,1
11,20180321,1
11,20171219,1
11,20180210,1
11,20180513,1
11,20171211,1
11,20180516,1
11,20171222,1
11,20171228,1
11,20171225,1
11,20180322,1
11,20180109,1
11,20171231,1
11,20180222,1
11,20180104,1
11,20180307,1
11,20180320,1
11,20180221,1
11,20180414,1
11,20180416,1
11,20180310,1
11,20180102,1
11,20180419,1
11,20180315,1
11,20180219,1
11,20180129,1
11,20171214,1
11,20180225,1
11,20180309,1
11,20180228,1
11,20180421,1
11,20171215,1
11,20180127,1
11,20180426,1
11,20180226,1
11,20180124,1
11,20180122,1
11,20180503,1
11,20180207,1
11,20180428,1
11,20180213,1
11,20180506,1
11,20180117,1
11,20180211,1
11,20180512,1
11,20180214,1
11,20180509,1
11,20171221,1
11,20171218,1
11,20180515,1
11,20171224,1
11,20180518,1
11,20171230,1
11,20171227,1
12,20180829,1
12,20181023,1
12,20180912,1
12,20171214,1
12,20180917,1
12,20181113,1
12,20180927,1
12,20171220,1
12,20181030,1
12,20180905,1
12,20180910,1
12,20181129,1
12,20181101,1
12,20181029,1
12,20181126,1
12,20181016,1
12,20171219,1
12,20181127,1
12,20180926,1
12,20180903,1
12,20181204,1
12,20181114,1
12,20171231,1
12,20181203,1
12,20180919,1
12,20180827,1
12,20171211,1
12,20181015,1
12,20181122,1
12,20180830,1
12,20181121,1
12,20171213,1
12,20181205,1
12,20181017,1
12,20171228,1
12,20181024,1
12,20181031,1
12,20180904,1
12,20171225,1
12,20180104,1
12,20181018,1
12,20181108,1
12,20171212,1
12,20171221,1
12,20171218,1
12,20181120,1
12,20180920,1
12,20181107,1
12,20181112,1
12,20180103,1
12,20180925,1
12,20171224,1
12,20181106,1
12,20181115,1
12,20180828,1
12,20180913,1
12,20180918,1
12,20181128,1
12,20181105,1
12,20180102,1
12,20180924,1
12,20181022,1
12,20180906,1
12,20171227,1
12,20181119,1
12,20180911,1
12,20181025,1
12,20181206,1
13,20180410,1
13,20171214,1
13,20180111,1
13,20180123,1
13,20171221,1
13,20171220,1
13,20171226,1
13,20180418,1
13,20180118,1
13,20180412,1
13,20180124,1
13,20180321,1
13,20180308,1
13,20171219,1
13,20180411,1
13,20180301,1
13,20180207,1
13,20180430,1
13,20180131,1
13,20180213,1
13,20180227,1
13,20180306,1
13,20180413,1
13,20180110,1
13,20180417,1
13,20180117,1
13,20180215,1
13,20180228,1
13,20171228,1
13,20180314,1
13,20180214,1
13,20180323,1
13,20180420,1
13,20180322,1
13,20180116,1
13,20180109,1
13,20180502,1
13,20180103,1
13,20180201,1
13,20171212,1
13,20180416,1
13,20180104,1
13,20180315,1
13,20180125,1
13,20180130,1
13,20180320,1
13,20180307,1
13,20180313,1
13,20180206,1
13,20180501,1
13,20180102,1
13,20171227,1
13,20180419,1
13,20171213,1
13,20180208,1
14,20180111,1
14,20180108,1
14,20180305,1
14,20180621,1
14,20180412,1
14,20180306,1
14,20180308,1
14,20180417,1
14,20180814,1
14,20180131,1
14,20180227,1
14,20180315,1
14,20180818,1
14,20180821,1
14,20180424,1
14,20180116,1
14,20180502,1
14,20180201,1
14,20180215,1
14,20180508,1
14,20180828,1
14,20180319,1
14,20180514,1
14,20180906,1
14,20180208,1
14,20180517,1
14,20180321,1
14,20180605,1
14,20171220,1
14,20180523,1
14,20180606,1
14,20180115,1
14,20180411,1
14,20180301,1
14,20180220,1
14,20180110,1
14,20180529,1
14,20180815,1
14,20180418,1
14,20180618,1
14,20180314,1
14,20180103,1
14,20180423,1
14,20180425,1
14,20180822,1
14,20180125,1
14,20180130,1
14,20180313,1
14,20180206,1
14,20180816,1
14,20180205,1
14,20180819,1
14,20180829,1
14,20180118,1
14,20180507,1
14,20180123,1
14,20180510,1
14,20180905,1
14,20180612,1
14,20180611,1
14,20180312,1
14,20180212,1
14,20171219,1
14,20180903,1
14,20180607,1
14,20180516,1
14,20180320,1
14,20171228,1
14,20180522,1
14,20180322,1
14,20180528,1
14,20180109,1
14,20180619,1
14,20180222,1
14,20180104,1
14,20180307,1
14,20180221,1
14,20180813,1
14,20180416,1
14,20180102,1
14,20180419,1
14,20171213,1
14,20180219,1
14,20180620,1
14,20180129,1
14,20171214,1
14,20171211,1
14,20180228,1
14,20180820,1
14,20180426,1
14,20180226,1
14,20180124,1
14,20180122,1
14,20180503,1
14,20180207,1
14,20180817,1
14,20180213,1
14,20180827,1
14,20180830,1
14,20180117,1
14,20180614,1
14,20180214,1
14,20180904,1
14,20180613,1
14,20171221,1
14,20171218,1
14,20180515,1
14,20171212,1
14,20180604,1
14,20180524,1
14,20171227,1
15,20171214,1
15,20171223,1
15,20180917,1
15,20181124,1
15,20181128,1
15,20181121,1
15,20171220,1
15,20180106,1
15,20181030,1
15,20181101,1
15,20181029,1
15,20181016,1
15,20171219,1
15,20181127,1
15,20181120,1
15,20181117,1
15,20171216,1
15,20181027,1
15,20181204,1
15,20171231,1
15,20181203,1
15,20181129,1
15,20181017,1
15,20171211,1
15,20181015,1
15,20180102,1
15,20181020,1
15,20171213,1
15,20180930,1
15,20181205,1
15,20171228,1
15,20181031,1
15,20181110,1
15,20171225,1
15,20180104,1
15,20181018,1
15,20181021,1
15,20171212,1
15,20171221,1
15,20171218,1
15,20181126,1
15,20181107,1
15,20181112,1
15,20180103,1
15,20181206,1
15,20181201,1
15,20171224,1
15,20181028,1
15,20181106,1
15,20181022,1
15,20181103,1
15,20180918,1
15,20181208,1
15,20171230,1
15,20181122,1
15,20181108,1
15,20171227,1
15,20180929,1
15,20181105,1
15,20181119,1
16,20180303,1
16,20180111,1
16,20180108,1
16,20180305,1
16,20180621,1
16,20180616,1
16,20180412,1
16,20180306,1
16,20180507,1
16,20180308,1
16,20180417,1
16,20180814,1
16,20180131,1
16,20180227,1
16,20171213,1
16,20180429,1
16,20180818,1
16,20180821,1
16,20180424,1
16,20180116,1
16,20180505,1
16,20180502,1
16,20180201,1
16,20180215,1
16,20180508,1
16,20180825,1
16,20180828,1
16,20180609,1
16,20180319,1
16,20180514,1
16,20180901,1
16,20180906,1
16,20180511,1
16,20180208,1
16,20180517,1
16,20171223,1
16,20180605,1
16,20171220,1
16,20180523,1
16,20180606,1
16,20180520,1
16,20180526,1
16,20180115,1
16,20180411,1
16,20180301,1
16,20180220,1
16,20180110,1
16,20180529,1
16,20180815,1
16,20180418,1
16,20180618,1
16,20180217,1
16,20180314,1
16,20180103,1
16,20180423,1
16,20180425,1
16,20180822,1
16,20180125,1
16,20180130,1
16,20180313,1
16,20180224,1
16,20180206,1
16,20180120,1
16,20180816,1
16,20180205,1
16,20180430,1
16,20180829,1
16,20180118,1
16,20171212,1
16,20180123,1
16,20180203,1
16,20180510,1
16,20180905,1
16,20180612,1
16,20180611,1
16,20180312,1
16,20180212,1
16,20180321,1
16,20171219,1
16,20180903,1
16,20180210,1
16,20180519,1
16,20180607,1
16,20180516,1
16,20180320,1
16,20171228,1
16,20171225,1
16,20180522,1
16,20180322,1
16,20180528,1
16,20180109,1
16,20171231,1
16,20180619,1
16,20180222,1
16,20180104,1
16,20180307,1
16,20180221,1
16,20180414,1
16,20180813,1
16,20180416,1
16,20180310,1
16,20180102,1
16,20180419,1
16,20180315,1
16,20180219,1
16,20180620,1
16,20180129,1
16,20171214,1
16,20171211,1
16,20180228,1
16,20180421,1
16,20180820,1
16,20180127,1
16,20180823,1
16,20180426,1
16,20180226,1
16,20180124,1
16,20180122,1
16,20180503,1
16,20180207,1
16,20180428,1
16,20180213,1
16,20180827,1
16,20180830,1
16,20180117,1
16,20180614,1
16,20180512,1
16,20180214,1
16,20180904,1
16,20180613,1
16,20171221,1
16,20171218,1
16,20180515,1
16,20171224,1
16,20180604,1
16,20180524,1
16,20171230,1
16,20171227,1
17,20180303,1
17,20171223,1
17,20180309,1
17,20180505,1
17,20180203,1
17,20180504,1
17,20180119,1
17,20180510,1
17,20180127,1
17,20180209,1
17,20180216,1
17,20180223,1
17,20180414,1
17,20180428,1
17,20180112,1
17,20180210,1
17,20171229,1
17,20180427,1
17,20180413,1
17,20180302,1
17,20171222,1
17,20180509,1
17,20180512,1
17,20180421,1
17,20180105,1
17,20180126,1
17,20180217,1
17,20180202,1
17,20180310,1
17,20180323,1
17,20180316,1
17,20171215,1
17,20180224,1
17,20180120,1
17,20171230,1
17,20180420,1
18,20180907,1
18,20171223,1
18,20180105,1
18,20171215,1
18,20171229,1
18,20180831,1
18,20171230,1
18,20180901,1
18,20171222,1
19,20180129,1
19,20180312,1
19,20171223,1
19,20180225,1
19,20180302,1
19,20180309,1
19,20180203,1
19,20180108,1
19,20180119,1
19,20180510,1
19,20180316,1
19,20180504,1
19,20180204,1
19,20180127,1
19,20180209,1
19,20180216,1
19,20180101,1
19,20180226,1
19,20180507,1
19,20180122,1
19,20180503,1
19,20180212,1
19,20180517,1
19,20180428,1
19,20180210,1
19,20171229,1
19,20180303,1
19,20171211,1
19,20180514,1
19,20180128,1
19,20171222,1
19,20171225,1
19,20180211,1
19,20180218,1
19,20180512,1
19,20180421,1
19,20180105,1
19,20180126,1
19,20180508,1
19,20180217,1
19,20180515,1
19,20180202,1
19,20180310,1
19,20180505,1
19,20171218,1
19,20180121,1
19,20171231,1
19,20171224,1
19,20180311,1
19,20180518,1
19,20180506,1
19,20171215,1
19,20180414,1
19,20180120,1
19,20180319,1
19,20171230,1
19,20180511,1
19,20180205,1
19,20180516,1
19,20180219,1
19,20180305,1
20,20180616,1
20,20180303,1
20,20171223,1
20,20180225,1
20,20180309,1
20,20180505,1
20,20180203,1
20,20180504,1
20,20180119,1
20,20171226,1
20,20180127,1
20,20180209,1
20,20180216,1
20,20180223,1
20,20180101,1
20,20180428,1
20,20180526,1
20,20180311,1
20,20180415,1
20,20180422,1
20,20180112,1
20,20180210,1
20,20171229,1
20,20180414,1
20,20180519,1
20,20180427,1
20,20180608,1
20,20180413,1
20,20180527,1
20,20180128,1
20,20171222,1
20,20180509,1
20,20180907,1
20,20180204,1
20,20180211,1
20,20180218,1
20,20180512,1
20,20180610,1
20,20180421,1
20,20180525,1
20,20180105,1
20,20180126,1
20,20180622,1
20,20180217,1
20,20180831,1
20,20180202,1
20,20180310,1
20,20180323,1
20,20180316,1
20,20180121,1
20,20180902,1
20,20180302,1
20,20180513,1
20,20180617,1
20,20180521,1
20,20180518,1
20,20180506,1
20,20180609,1
20,20171215,1
20,20180224,1
20,20180120,1
20,20180501,1
20,20171230,1
20,20180901,1
20,20180511,1
20,20180430,1
20,20180615,1
20,20180420,1
21,20180105,1
21,20171222,1
21,20171215,1
21,20171229,1
22,20180309,1
22,20180504,1
22,20171215,1
22,20180209,1
22,20180216,1
22,20180223,1
22,20180112,1
22,20180817,1
22,20180622,1
22,20171229,1
22,20180427,1
22,20180608,1
22,20180413,1
22,20180302,1
22,20171222,1
22,20180907,1
22,20180105,1
22,20180509,1
22,20180126,1
22,20180824,1
22,20180831,1
22,20180202,1
22,20180323,1
22,20180316,1
22,20180525,1
22,20180518,1
22,20180119,1
22,20180615,1
22,20180420,1
23,20181102,1
23,20181207,1
23,20181109,1
23,20171226,1
23,20180928,1
23,20181111,1
23,20181104,1
23,20181118,1
23,20171229,1
23,20171210,1
23,20181202,1
23,20180101,1
23,20180914,1
23,20171222,1
23,20180916,1
23,20180907,1
23,20180105,1
23,20180909,1
23,20181125,1
23,20180831,1
23,20181130,1
23,20181021,1
23,20180902,1
23,20181123,1
23,20181028,1
23,20181019,1
23,20171215,1
23,20171217,1
23,20181026,1
23,20180107,1
24,20171216,1
24,20180113,1
25,20171216,1
26,20171217,1
27,20180114,1
27,20171217,1
28,20171218,1
28,20171227,1
28,20180102,1
28,20180827,1
29,20180303,1
29,20171223,1
29,20180512,1
29,20180421,1
29,20180203,1
29,20180210,1
29,20180217,1
29,20180224,1
29,20180510,1
29,20180120,1
29,20171230,1
29,20180127,1
29,20180310,1
29,20180505,1
29,20180414,1
29,20180428,1
30,20180303,1
30,20171223,1
30,20180922,1
30,20180421,1
30,20180428,1
30,20180106,1
30,20180127,1
30,20180915,1
30,20180616,1
30,20180526,1
30,20180317,1
30,20181117,1
30,20181027,1
30,20180210,1
30,20180519,1
30,20181124,1
30,20180602,1
30,20181020,1
30,20180512,1
30,20180203,1
30,20181110,1
30,20180217,1
30,20180505,1
30,20181201,1
30,20180908,1
30,20180609,1
30,20181103,1
30,20180310,1
30,20180414,1
30,20181208,1
30,20180120,1
30,20171230,1
30,20180901,1
30,20180929,1
31,20180908,1
31,20180828,1
31,20180904,1
31,20180101,1
31,20171226,1
31,20180910,1
31,20180906,1
31,20180830,1
32,20180513,1
32,20180204,1
32,20180211,1
32,20180218,1
32,20180225,1
32,20180521,1
32,20180527,1
32,20180101,1
32,20171226,1
32,20180617,1
32,20180501,1
32,20180610,1
32,20180902,1
32,20180128,1
32,20180121,1
32,20180506,1
33,20180225,1
33,20180527,1
33,20171226,1
33,20180101,1
33,20180826,1
33,20180121,1
33,20180415,1
33,20180422,1
33,20180318,1
33,20180513,1
33,20180617,1
33,20180128,1
33,20180506,1
33,20180204,1
33,20180211,1
33,20180218,1
33,20180603,1
33,20180311,1
33,20180902,1
33,20180610,1
33,20180521,1
33,20180819,1
34,20180106,1
35,20180106,1
35,20180107,1
35,20180304,1
36,20180106,1
36,20180107,1
37,20180107,1
38,20180129,1
38,20180312,1
38,20180507,1
38,20180108,1
38,20180305,1
38,20180611,1
38,20180212,1
38,20180226,1
38,20180122,1
38,20180115,1
38,20180618,1
38,20180522,1
38,20180409,1
38,20180528,1
38,20180502,1
38,20180423,1
38,20180326,1
38,20180403,1
38,20180604,1
38,20180416,1
38,20180319,1
38,20180514,1
38,20180205,1
38,20180219,1
39,20180303,1
39,20180111,1
39,20180415,1
39,20180527,1
39,20180410,1
39,20180108,1
39,20180305,1
39,20180621,1
39,20180216,1
39,20180223,1
39,20180616,1
39,20180412,1
39,20180306,1
39,20180308,1
39,20180422,1
39,20180417,1
39,20180622,1
39,20180131,1
39,20180427,1
39,20180227,1
39,20180128,1
39,20180315,1
39,20180204,1
39,20180429,1
39,20180424,1
39,20180126,1
39,20180202,1
39,20180116,1
39,20180505,1
39,20180502,1
39,20180121,1
39,20180201,1
39,20180215,1
39,20180610,1
39,20180508,1
39,20180609,1
39,20180119,1
39,20180319,1
39,20180514,1
39,20180511,1
39,20180615,1
39,20180208,1
39,20180517,1
39,20180321,1
39,20180605,1
39,20180322,1
39,20180523,1
39,20180606,1
39,20180520,1
39,20180526,1
39,20180115,1
39,20180411,1
39,20180112,1
39,20180301,1
39,20180220,1
39,20180413,1
39,20180302,1
39,20180110,1
39,20180529,1
39,20180418,1
39,20180218,1
39,20180618,1
39,20180304,1
39,20180217,1
39,20180420,1
39,20180314,1
39,20180311,1
39,20180423,1
39,20180425,1
39,20180125,1
39,20180130,1
39,20180313,1
39,20180224,1
39,20180206,1
39,20180120,1
39,20180501,1
39,20180205,1
39,20180430,1
39,20180118,1
39,20180507,1
39,20180123,1
39,20180203,1
39,20180504,1
39,20180510,1
39,20180209,1
39,20180612,1
39,20180611,1
39,20180212,1
39,20180210,1
39,20180513,1
39,20180519,1
39,20180607,1
39,20180516,1
39,20180320,1
39,20180522,1
39,20180528,1
39,20180109,1
39,20180525,1
39,20180619,1
39,20180222,1
39,20180307,1
39,20180221,1
39,20180414,1
39,20180416,1
39,20180310,1
39,20180419,1
39,20180219,1
39,20180620,1
39,20180129,1
39,20180312,1
39,20180225,1
39,20180309,1
39,20180228,1
39,20180421,1
39,20180127,1
39,20180426,1
39,20180226,1
39,20180124,1
39,20180122,1
39,20180503,1
39,20180207,1
39,20180428,1
39,20180213,1
39,20180608,1
